sample_id,target_label,route_id,route_name,target_station_name,target_station_seq,veh_id,plate_no,before_collected_at,after_collected_at,kst_date,kst_minute_of_day,day_of_week,is_weekend,direction_code,before_station_seq,after_station_seq,remaining_stops,before_remain_seat_count,target_remain_seat_count,seat_delta,is_low_seat,is_zero_seat
SF-001462,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001244,경기76아4810,2026-05-31T22:43:23.595Z,2026-05-31T22:45:23.691Z,2026-06-01,463,1,0,1,30,31,1,10,28,-18,0,0
SF-001463,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001244,경기76아4810,2026-06-01T02:03:33.719Z,2026-06-01T02:05:33.804Z,2026-06-01,663,1,0,1,30,31,1,18,33,-15,0,0
SF-001464,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001244,경기76아4810,2026-06-01T06:37:47.407Z,2026-06-01T06:39:47.498Z,2026-06-01,937,1,0,1,30,31,1,35,36,-1,0,0
SF-001465,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001244,경기76아4810,2026-06-01T15:03:12.632Z,2026-06-01T15:04:12.686Z,2026-06-02,3,2,0,1,30,31,1,43,42,1,0,0
SF-001466,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001244,경기76아4810,2026-06-02T06:53:59.327Z,2026-06-02T06:55:59.434Z,2026-06-02,953,2,0,1,30,31,1,36,36,0,0,0
SF-001467,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-28T07:20:41.551Z,2026-05-28T07:22:11.615Z,2026-05-28,980,4,0,1,30,31,1,34,29,5,0,0
SF-001468,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-28T10:51:21.299Z,2026-05-28T10:52:51.373Z,2026-05-28,1191,4,0,1,30,31,1,39,32,7,0,0
SF-001469,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-29T04:30:03.971Z,2026-05-29T04:32:04.080Z,2026-05-29,810,5,0,1,30,31,1,29,35,-6,0,0
SF-001470,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-29T09:06:18.235Z,2026-05-29T09:08:18.347Z,2026-05-29,1086,5,0,1,30,31,1,34,31,3,0,0
SF-001471,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-29T13:08:30.795Z,2026-05-29T13:11:30.964Z,2026-05-29,1328,5,0,1,30,31,1,35,21,14,0,0
SF-001472,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-30T02:01:09.863Z,2026-05-30T02:03:09.975Z,2026-05-30,661,6,1,1,29,31,2,10,24,-14,0,0
SF-001473,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-30T06:19:23.103Z,2026-05-30T06:20:23.159Z,2026-05-30,919,6,1,1,30,31,1,16,25,-9,0,0
SF-001474,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-30T10:19:05.602Z,2026-05-30T10:20:35.347Z,2026-05-30,1159,6,1,1,31,31,0,36,32,4,0,0
SF-001475,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-05-31T21:26:19.815Z,2026-05-31T21:28:19.927Z,2026-06-01,386,1,0,1,29,31,2,18,24,-6,0,0
SF-001476,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-06-01T00:50:30.068Z,2026-06-01T00:51:30.119Z,2026-06-01,590,1,0,1,30,31,1,22,36,-14,0,0
SF-001477,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-06-01T05:15:43.327Z,2026-06-01T05:17:43.419Z,2026-06-01,855,1,0,1,30,31,1,32,34,-2,0,0
SF-001478,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-06-01T09:09:54.892Z,2026-06-01T09:11:54.999Z,2026-06-01,1089,1,0,1,30,31,1,38,39,-1,0,0
SF-001479,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-06-01T13:44:08.683Z,2026-06-01T13:45:08.739Z,2026-06-01,1364,1,0,1,30,31,1,44,38,6,0,0
SF-001480,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,234000034,경기77바1040,2026-06-02T00:35:41.015Z,2026-06-02T00:37:41.119Z,2026-06-02,575,2,0,1,30,31,1,24,36,-12,0,0
SF-001481,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-28T07:35:12.212Z,2026-05-28T07:36:12.259Z,2026-05-28,995,4,0,1,30,31,1,27,25,2,0,0
SF-001482,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-28T11:18:22.511Z,2026-05-28T11:18:52.527Z,2026-05-28,1218,4,0,1,30,31,1,32,23,9,0,0
SF-001483,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-28T22:20:19.048Z,2026-05-28T22:21:34.911Z,2026-05-29,440,5,0,1,31,31,0,23,32,-9,0,0
SF-001484,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-29T06:12:09.223Z,2026-05-29T06:14:09.303Z,2026-05-29,912,5,0,1,30,31,1,28,33,-5,0,0
SF-001485,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-29T10:22:22.255Z,2026-05-29T10:24:22.363Z,2026-05-29,1162,5,0,1,30,31,1,36,40,-4,0,0
SF-001486,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-05-29T14:34:35.207Z,2026-05-29T14:36:35.282Z,2026-05-29,1414,5,0,1,30,31,1,37,28,9,0,0
SF-001487,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-06-01T06:18:46.403Z,2026-06-01T06:20:46.504Z,2026-06-01,918,1,0,1,30,31,1,42,39,3,0,0
SF-001488,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233000731,경기76아3935,2026-06-01T09:55:38.237Z,2026-06-01T09:56:57.275Z,2026-06-01,1135,1,0,1,31,31,0,26,31,-5,0,0
SF-001489,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001334,경기76아3293,2026-05-28T08:07:43.743Z,2026-05-28T08:08:43.792Z,2026-05-28,1027,4,0,1,30,31,1,41,36,5,0,0
SF-001490,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001334,경기76아3293,2026-05-29T08:03:15.035Z,2026-05-29T08:04:15.087Z,2026-05-29,1023,5,0,1,30,31,1,41,37,4,0,0
SF-001491,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001334,경기76아3293,2026-06-02T00:07:39.631Z,2026-06-02T00:09:39.735Z,2026-06-02,547,2,0,1,30,31,1,16,31,-15,0,0
SF-001492,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001289,경기73바8654,2026-06-01T22:26:34.718Z,2026-06-01T22:28:34.825Z,2026-06-02,446,2,0,1,30,31,1,11,26,-15,0,0
SF-001493,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001261,경기76아3784,2026-05-28T08:33:14.933Z,2026-05-28T08:33:44.959Z,2026-05-28,1053,4,0,1,30,31,1,43,41,2,0,0
SF-001494,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001261,경기76아3784,2026-05-31T23:39:26.495Z,2026-05-31T23:40:26.547Z,2026-06-01,519,1,0,1,30,31,1,22,35,-13,0,0
SF-001495,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001620,경기71아8624,2026-05-28T22:55:06.503Z,2026-05-28T22:56:06.551Z,2026-05-29,475,5,0,1,30,31,1,31,41,-10,0,0
SF-001496,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001620,경기71아8624,2026-05-29T08:54:17.659Z,2026-05-29T08:55:17.712Z,2026-05-29,1074,5,0,1,30,31,1,45,35,10,0,0
SF-001497,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001620,경기71아8624,2026-05-31T23:03:24.631Z,2026-05-31T23:04:24.687Z,2026-06-01,483,1,0,1,30,31,1,11,34,-23,0,0
SF-001498,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001620,경기71아8624,2026-06-01T22:59:36.343Z,2026-06-01T23:00:36.393Z,2026-06-02,479,2,0,1,30,31,1,15,29,-14,0,0
SF-001499,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010867,경기77바7416,2026-05-28T23:03:06.867Z,2026-05-28T23:04:36.943Z,2026-05-29,483,5,0,1,30,31,1,15,28,-13,0,0
SF-001500,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010867,경기77바7416,2026-05-29T09:21:30.811Z,2026-05-29T09:22:19.067Z,2026-05-29,1101,5,0,1,31,31,0,45,36,9,0,0
SF-001501,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010867,경기77바7416,2026-05-31T23:14:25.199Z,2026-05-31T23:15:25.256Z,2026-06-01,494,1,0,1,27,31,4,0,25,-25,0,0
SF-001502,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001622,경기78사7551,2026-05-28T09:29:47.523Z,2026-05-28T09:31:17.577Z,2026-05-28,1109,4,0,1,30,31,1,45,35,10,0,0
SF-001503,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001622,경기78사7551,2026-05-28T22:46:36.116Z,2026-05-28T22:47:36.168Z,2026-05-29,466,5,0,1,30,31,1,29,39,-10,0,0
SF-001504,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001622,경기78사7551,2026-05-29T09:40:59.615Z,2026-05-29T09:42:20.131Z,2026-05-29,1120,5,0,1,31,31,0,45,40,5,0,0
SF-001505,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001622,경기78사7551,2026-05-31T22:51:24.015Z,2026-05-31T22:53:24.119Z,2026-06-01,471,1,0,1,30,31,1,21,35,-14,0,0
SF-001506,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001622,경기78사7551,2026-06-01T22:40:35.389Z,2026-06-01T22:41:35.440Z,2026-06-02,460,2,0,1,30,31,1,16,32,-16,0,0
SF-001507,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010537,경기73아9057,2026-05-28T22:52:06.371Z,2026-05-28T22:53:36.427Z,2026-05-29,472,5,0,1,30,31,1,14,33,-19,0,0
SF-001508,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010537,경기73아9057,2026-06-01T22:49:35.819Z,2026-06-01T22:50:35.875Z,2026-06-02,469,2,0,1,30,31,1,16,36,-20,0,0
SF-001509,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010775,경기78아6369,2026-05-28T10:11:49.495Z,2026-05-28T10:12:19.519Z,2026-05-28,1151,4,0,1,30,31,1,44,43,1,0,0
SF-001510,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010775,경기78아6369,2026-05-28T23:20:07.634Z,2026-05-29T10:06:21.431Z,2026-05-29,500,5,0,1,4,31,27,41,36,5,0,0
SF-001511,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010775,경기78아6369,2026-06-01T00:22:28.728Z,2026-06-01T00:23:28.778Z,2026-06-01,562,1,0,1,30,31,1,36,44,-8,0,0
SF-001512,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010775,경기78아6369,2026-06-02T00:19:40.243Z,2026-06-02T00:20:40.298Z,2026-06-02,559,2,0,1,30,31,1,29,36,-7,0,0
SF-001513,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001284,경기73사2473,2026-05-29T10:20:22.147Z,2026-05-29T10:21:22.199Z,2026-05-29,1160,5,0,1,30,31,1,44,39,5,0,0
SF-001514,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233001284,경기73사2473,2026-05-31T23:43:26.695Z,2026-05-31T23:44:26.731Z,2026-06-01,523,1,0,1,30,31,1,27,35,-8,0,0
SF-001515,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010817,경기79사1429,2026-05-28T22:02:03.983Z,2026-05-28T22:03:04.035Z,2026-05-29,422,5,0,1,30,31,1,23,29,-6,0,0
SF-001516,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010817,경기79사1429,2026-05-31T22:15:22.244Z,2026-06-01T10:26:58.719Z,2026-06-01,435,1,0,1,30,31,1,14,42,-28,0,0
SF-001517,m4137-seoul-to-dongtan-31-seoul-city-hall,234001622,M4137,서울시청,31,233010817,경기79사1429,2026-06-01T22:02:33.567Z,2026-06-01T22:03:33.623Z,2026-06-02,422,2,0,1,30,31,1,16,32,-16,0,0
SF-001518,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000037,경기77바1044,2026-05-28T05:48:14.038Z,2026-05-28T05:49:14.089Z,2026-05-28,888,4,0,1,32,33,1,40,38,2,0,0
SF-001519,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000037,경기77바1044,2026-06-01T00:23:28.778Z,2026-06-01T00:25:28.858Z,2026-06-01,563,1,0,1,32,33,1,34,37,-3,0,0
SF-001520,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001245,경기76아4811,2026-05-28T13:28:11.495Z,2026-05-28T13:29:11.539Z,2026-05-28,1348,4,0,1,32,33,1,6,0,6,1,1
SF-001521,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001247,경기76아4813,2026-06-01T00:34:29.323Z,2026-06-01T00:35:29.371Z,2026-06-01,574,1,0,1,32,33,1,38,40,-2,0,0
SF-001522,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000039,경기77바1049,2026-05-28T08:25:45.484Z,2026-05-28T08:26:14.604Z,2026-05-28,1045,4,0,1,33,33,0,35,33,2,0,0
SF-001523,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000039,경기77바1049,2026-05-28T21:26:32.359Z,2026-05-28T21:27:02.384Z,2026-05-29,386,5,0,1,32,33,1,24,29,-5,0,0
SF-001524,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000039,경기77바1049,2026-05-31T23:58:27.463Z,2026-05-31T23:59:27.519Z,2026-06-01,538,1,0,1,32,33,1,27,33,-6,0,0
SF-001525,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000036,경기77바1043,2026-05-31T12:15:51.983Z,2026-05-31T12:16:52.033Z,2026-05-31,1275,0,1,1,32,33,1,14,15,-1,0,0
SF-001526,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233010416,경기76아1597,2026-05-28T10:08:19.343Z,2026-05-28T10:08:49.351Z,2026-05-28,1148,4,0,1,32,33,1,58,44,14,0,0
SF-001527,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000038,경기77바1048,2026-05-28T22:46:13.992Z,2026-05-28T22:47:36.168Z,2026-05-29,466,5,0,1,33,33,0,33,41,-8,0,0
SF-001528,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000038,경기77바1048,2026-05-31T00:15:16.335Z,2026-05-31T00:17:16.447Z,2026-05-31,555,0,1,1,32,33,1,33,33,0,0,0
SF-001529,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000038,경기77바1048,2026-05-31T09:09:42.607Z,2026-05-31T09:10:42.663Z,2026-05-31,1089,0,1,1,32,33,1,24,18,6,0,0
SF-001530,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001244,경기76아4810,2026-05-30T11:40:39.595Z,2026-05-30T11:42:39.707Z,2026-05-30,1240,6,1,1,32,33,1,2,0,2,1,1
SF-001531,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001244,경기76아4810,2026-06-01T02:07:33.911Z,2026-06-01T02:08:33.947Z,2026-06-01,667,1,0,1,32,33,1,33,37,-4,0,0
SF-001532,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001244,경기76아4810,2026-06-02T02:33:46.670Z,2026-06-02T02:34:46.715Z,2026-06-02,693,2,0,1,32,33,1,34,39,-5,0,0
SF-001533,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,234000034,경기77바1040,2026-05-28T10:54:51.467Z,2026-05-28T10:55:21.491Z,2026-05-28,1194,4,0,1,32,33,1,32,28,4,0,0
SF-001534,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233000731,경기76아3935,2026-06-02T00:06:39.580Z,2026-06-02T00:07:39.631Z,2026-06-02,546,2,0,1,32,33,1,32,38,-6,0,0
SF-001535,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001289,경기73바8654,2026-05-29T08:29:16.352Z,2026-05-29T08:30:16.409Z,2026-05-29,1049,5,0,1,32,33,1,30,28,2,0,0
SF-001536,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001261,경기76아3784,2026-05-29T08:37:16.767Z,2026-05-29T08:38:16.816Z,2026-05-29,1057,5,0,1,32,33,1,36,34,2,0,0
SF-001537,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001622,경기78사7551,2026-05-31T22:54:24.175Z,2026-05-31T22:56:24.280Z,2026-06-01,474,1,0,1,32,33,1,35,38,-3,0,0
SF-001538,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001622,경기78사7551,2026-06-01T09:33:56.088Z,2026-06-01T09:34:56.143Z,2026-06-01,1113,1,0,1,32,33,1,41,39,2,0,0
SF-001539,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233010537,경기73아9057,2026-05-31T22:59:24.445Z,2026-05-31T23:00:24.499Z,2026-06-01,479,1,0,1,32,33,1,30,35,-5,0,0
SF-001540,m4137-seoul-to-dongtan-33-shinhan-bank-head-office,234001622,M4137,신한은행본점,33,233001284,경기73사2473,2026-05-28T10:17:19.723Z,2026-05-28T10:17:49.747Z,2026-05-28,1157,4,0,1,32,33,1,43,42,1,0,0
SF-001541,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000037,경기77바1044,2026-05-29T03:58:02.271Z,2026-05-29T04:00:02.383Z,2026-05-29,778,5,0,1,33,34,1,37,29,8,0,0
SF-001542,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000037,경기77바1044,2026-05-29T08:36:16.713Z,2026-05-29T08:39:16.872Z,2026-05-29,1056,5,0,1,33,34,1,33,38,-5,0,0
SF-001543,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000037,경기77바1044,2026-05-29T12:18:28.216Z,2026-05-29T12:22:28.439Z,2026-05-29,1278,5,0,1,33,34,1,16,0,16,1,1
SF-001544,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000037,경기77바1044,2026-05-30T09:16:32.035Z,2026-05-30T09:19:32.175Z,2026-05-30,1096,6,1,1,33,34,1,18,18,0,0,0
SF-001545,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000037,경기77바1044,2026-05-30T13:38:45.647Z,2026-05-30T13:40:45.760Z,2026-05-30,1358,6,1,1,33,34,1,6,0,6,1,1
SF-001546,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-05-28T09:25:17.311Z,2026-05-28T09:28:17.451Z,2026-05-28,1105,4,0,1,33,34,1,18,1,17,1,0
SF-001547,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-05-30T03:46:15.207Z,2026-05-30T03:50:15.411Z,2026-05-30,766,6,1,1,33,34,1,34,28,6,0,0
SF-001548,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-05-31T02:04:21.873Z,2026-05-31T02:05:21.906Z,2026-05-31,664,0,1,1,33,34,1,36,35,1,0,0
SF-001549,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-06-01T01:18:31.575Z,2026-06-01T01:20:31.682Z,2026-06-01,618,1,0,1,33,34,1,36,40,-4,0,0
SF-001550,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-06-01T05:57:45.365Z,2026-06-01T05:59:45.471Z,2026-06-01,897,1,0,1,33,34,1,34,23,11,0,0
SF-001551,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000132,경기77바1181,2026-06-02T03:57:50.636Z,2026-06-02T03:59:50.747Z,2026-06-02,777,2,0,1,33,34,1,36,32,4,0,0
SF-001552,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001245,경기76아4811,2026-05-29T11:13:24.859Z,2026-05-29T11:15:24.959Z,2026-05-29,1213,5,0,1,33,34,1,38,34,4,0,0
SF-001553,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001245,경기76아4811,2026-05-30T04:39:17.957Z,2026-05-30T04:42:18.120Z,2026-05-30,819,6,1,1,33,34,1,30,29,1,0,0
SF-001554,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001245,경기76아4811,2026-05-30T13:11:44.323Z,2026-05-30T13:12:44.347Z,2026-05-30,1331,6,1,1,33,34,1,1,0,1,1,1
SF-001555,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001245,경기76아4811,2026-05-31T23:45:26.774Z,2026-05-31T23:47:26.879Z,2026-06-01,525,1,0,1,33,34,1,38,44,-6,0,0
SF-001556,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001245,경기76아4811,2026-06-01T21:53:33.075Z,2026-06-01T21:54:33.132Z,2026-06-02,413,2,0,1,33,34,1,32,35,-3,0,0
SF-001557,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001247,경기76아4813,2026-05-28T13:01:40.277Z,2026-05-28T13:04:40.421Z,2026-05-28,1321,4,0,1,33,34,1,17,0,17,1,1
SF-001558,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001247,경기76아4813,2026-05-29T06:43:10.767Z,2026-05-29T06:47:10.987Z,2026-05-29,943,5,0,1,33,34,1,28,9,19,1,0
SF-001559,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233001247,경기76아4813,2026-05-30T07:17:26.120Z,2026-05-30T07:19:26.227Z,2026-05-30,977,6,1,1,33,34,1,5,0,5,1,1
SF-001560,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233010414,경기76아1595,2026-05-28T12:43:09.479Z,2026-05-28T12:47:39.667Z,2026-05-28,1303,4,0,1,33,34,1,35,4,31,1,0
SF-001561,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233010414,경기76아1595,2026-05-29T07:50:14.363Z,2026-05-29T07:52:14.471Z,2026-05-29,1010,5,0,1,33,34,1,44,29,15,0,0
SF-001562,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233010414,경기76아1595,2026-05-30T10:07:34.683Z,2026-05-30T10:09:34.758Z,2026-05-30,1147,6,1,1,33,34,1,56,23,33,0,0
SF-001563,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233010414,경기76아1595,2026-05-31T01:34:20.475Z,2026-05-31T01:37:20.635Z,2026-05-31,634,0,1,1,33,34,1,45,59,-14,0,0
SF-001564,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,233010414,경기76아1595,2026-05-31T14:29:58.704Z,2026-05-31T14:31:58.815Z,2026-05-31,1409,0,1,1,33,34,1,63,52,11,0,0
SF-001565,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000039,경기77바1049,2026-05-28T21:27:32.407Z,2026-05-28T21:29:32.504Z,2026-05-29,387,5,0,1,33,34,1,29,34,-5,0,0
SF-001566,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000039,경기77바1049,2026-05-29T05:29:06.951Z,2026-05-29T05:32:07.111Z,2026-05-29,869,5,0,1,33,34,1,34,33,1,0,0
SF-001567,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000039,경기77바1049,2026-05-29T09:58:30.062Z,2026-05-29T10:00:21.107Z,2026-05-29,1138,5,0,1,34,34,0,32,23,9,0,0
SF-001568,m4137-seoul-to-dongtan-34-seoul-station-transfer-center,234001622,M4137,서울역버스환승센터(6번승강장)(중),34,234000039,경기77바1049,2026-06-01T23:36:38.119Z,2026-06-01T23:38:38.227Z,2026-06-02,516,2,0,1,33,34,1,33,44,-11,0,0
